,title,lat,lng,price,link,time,duration,address,neighborhood,points,obs,category,mail
812,Theatre Les Feux de la Rampe,48.87505,2.34436,0,404,404,01:30:00,404,Neighborhood: 9th Arr. - Opéra,63,"#288 of 3,296 things to do in Paris",Theaters,Visit websiteCall
813,Esplanade Gaston Monnerville,48.84565,2.33429,0,404,404,01:00:00,"7 Place Andre Honnorat, 75006 Paris France",Neighborhood: 6th Arr. - Luxembourg,20,"#672 of 3,296 things to do in Paris",Parks • Gardens • Scenic Walking Areas,Visit website
814,Square Saint-Gilles Grand Veneur - Pauline-Roland,48.85902,2.36602,0,/RestaurantsNear-g187147-d8488971-Square_Saint_Gilles_Grand_Veneur_Pauline_Roland-Paris_Ile_de_France.html,404,01:00:00,"9 rue du grand Veneur, 75003 Paris France",Neighborhood: 3rd Arr. - Temple,10,"#722 of 3,296 things to do in Paris",Parks • Gardens,
815,La Pyramide du Parc Monceau,48.880318,2.309038,0,404,404,01:00:00,404,Neighborhood: 8th Arr. - Élysée,5,"#957 of 3,296 things to do in Paris",Points of Interest & Landmarks,Visit website
816,Turenne Enfant,48.86291,2.36477,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"110 rue de Turenne, 75003 Paris France",Neighborhood: 3rd Arr. - Temple,5,"#968 of 3,296 things to do in Paris",Monuments & Statues,
817,Galerie Valerie Valentini,48.88581,2.3403,0,404,404,01:30:00,"27 rue Gabrielle, 75018 Paris France",Neighborhood: 18th Arr. - Buttes-Montmartre,3,"#1,029 of 3,296 things to do in Paris",Art Galleries,Visit websiteCall
818,Fontaine du Trocadero,48.86141,2.29028,0,404,404,01:00:00,"avenue Gustave V de Suede, 75116 Paris France",Neighborhood: 16th Arr. - Passy,6,"#707 of 3,296 things to do in Paris",Points of Interest & Landmarks • Fountains,Visit website
819,Monument à Francis Garnier,48.84085,2.33614,0,/RestaurantsNear-g187147-d11798685-Monument_a_Francis_Garnier-Paris_Ile_de_France.html,404,01:00:00,"Place Camille Jullian at the intersection of Boulevard Saint-Michel and the Avenue of the Observatory, 75006 Paris France",Neighborhood: 6th Arr. - Luxembourg,15,"#839 of 3,296 things to do in Paris",Monuments & Statues,
821,Statue de Valentine de Milan,48.84429,2.33594,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"Rue Auguste Comte Jardin du Luxembourg, 75006 Paris France",Neighborhood: 6th Arr. - Luxembourg,5,"#992 of 3,296 things to do in Paris",Monuments & Statues,
822,Centre Culturel Coreen,48.8631,2.2925,0,404,404,01:30:00,"2 Avenue d Iena, 75116 Paris France",Neighborhood: 16th Arr. - Passy,5,"#925 of 3,296 things to do in Paris",Civic Centres,Visit websiteCall
823,Jardin d'Erevan,48.865204,2.317078,0,/RestaurantsNear-g187147-d12258000-Jardin_d_Erevan-Paris_Ile_de_France.html,404,01:30:00,"19X Cours la Reine, 75008 Paris France",Neighborhood: Champs-Élysées,11,"#951 of 3,296 things to do in Paris",Parks,
824,Sainte-Jeanne-de-Chantal Church,48.83918,2.25645,0,404,404,01:00:00,"96 boulevard Murat, 75016 Paris France",Neighborhood: 16th Arr. - Passy,5,"#885 of 3,296 things to do in Paris",Churches & Cathedrals,Visit website
825,Théâtre de l'Atelier,48.883446,2.341992,0,404,404,01:30:00,"Place Charles Dullin, 75018 Paris France",Neighborhood: 18th Arr. - Buttes-Montmartre,43,"#494 of 3,296 things to do in Paris",Theaters,Visit website
826,FrogPubs,48.86465,2.28813,0,404,404,01:30:00,"110 B avenue Kleber, 75116 Paris France",Neighborhood: 16th Arr. - Passy,11,"#491 of 3,296 things to do in Paris",Breweries,Visit websiteEmail
827,Statue du Marechal Lyautey,48.853615,2.31018,0,/Restaurants-g187147-Paris_Ile_de_France.html,12:00 AM - 11:59 PM,01:00:00,"1 Place Denys Cochin, 75007 Paris France",Neighborhood: Ecole-Militaire,6,"#1,031 of 3,296 things to do in Paris",Monuments & Statues,
828,Fontaine de Georges Jeanclos,48.852222,2.347868,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"Square Rene Viviani, 75005 Paris France",Neighborhood: 5th Arr. - Panthéon,6,"#842 of 3,296 things to do in Paris",Fountains,
829,Fontaine de la Vierge,48.85236,2.35207,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"Quai de l'Archeveche, 75004 Paris France",Neighborhood: Ile de la Cité / Ile Saint-Louis,4,"#1,030 of 3,296 things to do in Paris",Fountains,
830,Theatre Rive Gauche,48.84074,2.324331,0,404,404,01:30:00,"6 rue de la Gaite, 75014 Paris France",Neighborhood: Montparnasse,39,"#550 of 3,296 things to do in Paris",Theaters,Visit websiteCall
831,Jardin de l'hôtel Salomon de Rothschild,48.87483,2.30325,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:30:00,"12 avenue de Friedland, 75008 Paris France",Neighborhood: 8th Arr. - Élysée,6,"#1,135 of 3,296 things to do in Paris",Gardens,
832,Agoudas Hakehilos Synagogue,48.856045,2.360522,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:30:00,"10 rue Pavee, 75004 Paris France",Neighborhood: Saint-Gervais,4,"#1,322 of 3,296 things to do in Paris",Religious Sites,
833,Square Montholon,48.8772,2.34567,0,404,404,01:00:00,"2 rue Mayran, 75009 Paris France",Neighborhood: 9th Arr. - Opéra,5,"#1,086 of 3,296 things to do in Paris",Parks,Visit website
834,Square Claude Debussy,48.866913,2.271184,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"Avenue du Marechal Fayolle, 75016 Paris France",Neighborhood: 16th Arr. - Passy,3,"#1,106 of 3,296 things to do in Paris",Parks,
835,Fresque « Paris dans la tete »,48.87996,2.35912,0,404,12:00 AM - 11:59 PM,01:30:00,"171 rue la Fayette 4 rue de l’Aqueduc, 75010 Paris France",Neighborhood: 10th Arr. - Entrepôt,14,"#676 of 3,296 things to do in Paris",Points of Interest & Landmarks,Visit website
836,Pavillon de l'Ermitage,48.86225,2.40644,0,404,404,01:30:00,"148 rue de Bagnolet, 75020 Paris France",Neighborhood: Charonne,10,"#960 of 3,296 things to do in Paris",Points of Interest & Landmarks,Visit websiteCall
837,Statue Rhinoceros attaque par un Tigre,48.86256,2.33583,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"Rue du Rivoli Jardin des Tuileries, 75001 Paris France",Neighborhood: Palais-Royal,8,"#711 of 3,296 things to do in Paris",Monuments & Statues,
838,La Statue de Clemence Isaure,48.8465,2.34061,0,404,404,01:00:00,"69 boulevard Saint Michel Inside the Jardin du Luxembourg, 75005 Paris France",Neighborhood: 5th Arr. - Panthéon,5,"#987 of 3,296 things to do in Paris",Monuments & Statues,Visit website
839,Mémorial National de la Guerre d'Algérie et des Combats du Maroc et de la Tunisie,48.86142,2.2972,0,/RestaurantsNear-g187147-d9808529-Memorial_National_de_la_Guerre_d_Algerie_et_des_Combats_du_Maroc_et_de_la_Tunisie-Paris_Ile.html,404,01:00:00,404,Neighborhood: Gros-Caillou,15,"#844 of 3,296 things to do in Paris",Monuments & Statues,
840,L'Embâcle,48.853653,2.333214,0,/RestaurantsNear-g187147-d8733839-L_Embacle-Paris_Ile_de_France.html,404,01:30:00,404,Neighborhood: Saint-Germain-des-Prés,28,"#599 of 3,296 things to do in Paris",Points of Interest & Landmarks • Monuments & Statues • Fountains,
841,Chapelle de la Sorbonne,48.84831,2.34281,0,404,404,01:00:00,"1 rue Victor Cousin, 75005 Paris France",Neighborhood: 5th Arr. - Panthéon,2,"#1,351 of 3,296 things to do in Paris",Churches & Cathedrals,Visit websiteCallEmail
842,Sculptures Taureau et Daim,48.861492,2.289121,0,/Restaurants-g187147-Paris_Ile_de_France.html,12:00 AM - 11:59 PM,01:00:00,"Fontaines des Jardins du Trocadéro, 75016 Paris France",Neighborhood: 16th Arr. - Passy,6,"#999 of 3,296 things to do in Paris",Points of Interest & Landmarks • Monuments & Statues,
843,Square de l'Opéra Louis-Jouvet,48.87216,2.3293,0,404,404,01:00:00,"5 rue Boudreau 10, bis rue Édouard VII, 75009 Paris France",Neighborhood: 9th Arr. - Opéra,6,"#1,070 of 3,296 things to do in Paris",Points of Interest & Landmarks,Visit website
844,Yvon Lambert Bookshop,48.86264,2.36603,0,404,2:00 PM - 7:00 PM,01:30:00,"14 rue des Filles du Calvaire, 75003 Paris France",Neighborhood: 3rd Arr. - Temple,5,"#1,077 of 3,296 things to do in Paris",Art Galleries,Visit websiteCall
845,Theatre Mélo d'Amélie,48.86502,2.34835,0,404,404,01:30:00,"4 rue Marie Stuart, 75002 Paris France",Neighborhood: Bonne-Nouvelle,16,"#605 of 3,296 things to do in Paris",Theaters,Visit websiteCall
846,Gagosian Gallery,48.87015,2.31143,0,404,404,01:30:00,"4 rue de Ponthieu, 75008 Paris France",Neighborhood: Champs-Élysées,5,"#854 of 3,296 things to do in Paris",Points of Interest & Landmarks,Visit websiteCall
847,Galerie Montmartre,48.88634,2.34064,0,404,11:00 AM - 5:00 PM,01:00:00,"11 Place du Tertre, 75018 Paris France",Neighborhood: 18th Arr. - Buttes-Montmartre,11,"#996 of 3,296 things to do in Paris",Art Museums,Visit websiteCallEmail
848,Société Générale,48.87294,2.33223,0,404,404,01:30:00,"29 boulevard Haussmann, 75421 Paris France",Neighborhood: 9th Arr. - Opéra,8,"#1,025 of 3,296 things to do in Paris",Architectural Buildings,Call
849,Aux Negociants,48.88909,2.34491,0,tel:%2B33%201%2046%2006%2015%2011,404,01:30:00,"27 rue Lambert, 75018 Paris France",Neighborhood: 18th Arr. - Buttes-Montmartre,22,"#678 of 3,296 things to do in Paris",Wineries & Vineyards,Call
850,L'Harmonie Triomphant de la Discorde,48.86593,2.31382,0,/RestaurantsNear-g187147-d14117268-L_Harmonie_Triomphant_de_la_Discorde-Paris_Ile_de_France.html,12:00 AM - 11:59 PM,01:00:00,"Avenue Winston Churchill Sur le toit du Grand Palais, 75008 Paris France",Neighborhood: Champs-Élysées,11,"#604 of 3,296 things to do in Paris",Monuments & Statues,
851,Eglise Sainte-Anne de la Butte-aux-Cailles,48.82588,2.34978,0,http://paroissesainteanne-paris.fr/v4/,404,01:00:00,"188 rue de Tolbiac, 75013 Paris France",Neighborhood: Place d'Italie / Quartier Asiatique,8,"#1,175 of 3,296 things to do in Paris",Churches & Cathedrals,Visit website
852,Fontaines du Theatre Francais - Nymphe Marine et Nymphe Fluviale,48.863758,2.335409,0,http://paris1900.lartnouveau.com/paris01/lieux/les_fontaines_theatre_francais.htm,12:00 AM - 11:59 PM,01:00:00,"176 rue Saint Honore, 75001 Paris France",Neighborhood: Louvre / Palais-Royal,25,"#638 of 3,296 things to do in Paris",Monuments & Statues • Fountains,Visit website
853,Monument au Maréchal Juin,48.83099,2.35579,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:30:00,"Place d'Italie, 75013 Paris France",Neighborhood: Place d'Italie / Quartier Asiatique,4,"#1,610 of 3,296 things to do in Paris",Monuments & Statues,
854,Hotel-Dieu de Paris,48.85425,2.348401,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:30:00,"1 Parvis Notre-Dame, 75004 Paris France",Neighborhood: Ile de la Cité / Ile Saint-Louis,5,"#859 of 3,296 things to do in Paris",Architectural Buildings,
855,Statue La Nymphe,48.86311,2.3285,0,/RestaurantsNear-g187147-d14042817-Statue_La_Nymphe-Paris_Ile_de_France.html,404,01:00:00,"Rue du Rivoli Jardin des Tuileries, 75001 Paris France",Neighborhood: Louvre / Palais-Royal,10,"#932 of 3,296 things to do in Paris",Monuments & Statues,
856,Parc de Passy,48.85568,2.28485,0,http://www.paris.fr/equipements/parc-de-passy-2625,404,01:00:00,"32 avenue du President Kennedy, 75016 Paris France",Neighborhood: 16th Arr. - Passy,6,"#929 of 3,296 things to do in Paris",Parks,Visit website
857,Immeuble BNP Paribas,48.87227,2.34639,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"14 rue Bergère, 75009 Paris France",Neighborhood: 9th Arr. - Opéra,4,"#977 of 3,296 things to do in Paris",Points of Interest & Landmarks,
858,Institut des Cultures d'Islam,48.88778,2.35343,0,404,404,01:30:00,"19 rue Leon, 75018 Paris France",Neighborhood: 18th Arr. - Buttes-Montmartre,10,"#769 of 3,296 things to do in Paris",Educational sites,Visit websiteCall
859,La Statue La Marchande de Masques,48.8465,2.34061,0,404,404,01:00:00,"69 boulevard Saint Michel Inside the Jardin du Luxembourg, 75005 Paris France",Neighborhood: 5th Arr. - Panthéon,5,"#914 of 3,296 things to do in Paris",Monuments & Statues,Visit website
860,L'homme et sa misère,48.86311,2.3285,0,404,404,01:00:00,"Rue de rivoli Jardin des tuileries, 75001 Paris France",Neighborhood: Louvre / Palais-Royal,6,"#734 of 3,296 things to do in Paris",Points of Interest & Landmarks • Monuments & Statues,Visit websiteCall
861,Galerie de la Madeleine,48.86955,2.32312,0,404,404,01:30:00,"9 Place de la Madeleine, 75008 Paris France",Neighborhood: 8th Arr. - Élysée,5,"#1,471 of 3,296 things to do in Paris",Neighborhoods • Points of Interest & Landmarks,Visit website
862,Les Enfants du Monde,48.83361,2.3816,0,404,12:00 AM - 11:59 PM,01:00:00,"128 quai de Bercy Parc de Bercy, 75012 Paris France",Neighborhood: 12th Arr. - Reuilly,5,"#1,177 of 3,296 things to do in Paris",Monuments & Statues,Visit website
863,Statue Cain Venant de Tuer son Frère,48.86263,2.325082,0,/RestaurantsNear-g187147-d14042948-Statue_Cain_Venant_de_Tuer_son_Frere-Paris_Ile_de_France.html,404,01:00:00,"1 Jardin des Tuileries, 75001 Paris France",Neighborhood: Louvre / Palais-Royal,10,"#1,623 of 3,296 things to do in Paris",Monuments & Statues,
864,Statue de Mihai Eminescu,48.849136,2.346628,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:30:00,"intersection Rue des Ecoles et Rue Jean-de-Beauvais, 75005 Paris France",Neighborhood: 5th Arr. - Panthéon,5,"#945 of 3,296 things to do in Paris",Points of Interest & Landmarks • Monuments & Statues,
866,Le Monument aux Combattants Polonais,48.86108,2.291258,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,404,Neighborhood: 16th Arr. - Passy,7,"#868 of 3,296 things to do in Paris",Monuments & Statues,
867,La Statue de Lamarck,48.84352,2.36502,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"2 Place Valhubert, 75005 Paris France",Neighborhood: Salpêtrière,5,"#949 of 3,296 things to do in Paris",Monuments & Statues,
868,Galerie  du Credit Municipal  de Paris,48.85947,2.35761,0,/RestaurantsNear-g187147-d4215367-Galerie_du_Credit_Municipal_de_Paris-Paris_Ile_de_France.html,404,01:30:00,"55 rue des Francs Bourgeois, 75181 Paris France",Neighborhood: Saint-Gervais,15,"#874 of 3,296 things to do in Paris",Points of Interest & Landmarks,
869,Fontaine Martin,48.87505,2.36206,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"Rue des Recollets Jardin Villemin, 75010 Paris France",Neighborhood: Canal Saint-Martin,5,"#897 of 3,296 things to do in Paris",Fountains,
870,Monument à Balzac par Rodin,48.84242,2.32924,0,/RestaurantsNear-g187147-d13329501-Monument_a_Balzac_par_Rodin-Paris_Ile_de_France.html,404,01:30:00,"136 boulevard Raspail, 75006 Paris France",Neighborhood: 6th Arr. - Luxembourg,11,"#943 of 3,296 things to do in Paris",Points of Interest & Landmarks • Monuments & Statues,
871,Statue de Blaise Pascal,48.85789,2.34884,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"Square de la Tour Saint Jacques, 75004 Paris France",Neighborhood: 4th Arr. - Hôtel-de-Ville,6,"#1,069 of 3,296 things to do in Paris",Monuments & Statues,
872,Hôtel des Ambassadeurs de Hollande,48.85815,2.35805,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:30:00,"47 rue Vieille du Temple, 75004 Paris France",Neighborhood: Saint-Gervais,7,"#1,270 of 3,296 things to do in Paris",Historic Sites • Architectural Buildings,
873,Les Belles Feuilles,48.866364,2.282892,0,404,404,01:30:00,"16 rue des Belles Feuilles, 75116 Paris France",Neighborhood: 16th Arr. - Passy,5,"#881 of 3,296 things to do in Paris",Shopping Malls,Visit websiteCall
874,Cheval Cabre de Camilo Otero,48.84201,2.34812,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"3 Place Lucien Herr, 75005 Paris France",Neighborhood: 5th Arr. - Panthéon,4,"#1,032 of 3,296 things to do in Paris",Monuments & Statues,
875,Galerie GADCOLLECTION,48.854713,2.355206,0,404,2:30 PM - 7:00 PM,01:00:00,"4 rue du Pont Louis Philippe, 75004 Paris France",Neighborhood: Saint-Gervais,6,"#709 of 3,296 things to do in Paris",Art Galleries,Visit websiteCallEmail
876,Square du Serment de Koufra,48.8211,2.32453,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"187 rue de la Legion Etrangere, 75014 Paris France",Neighborhood: Petit-Montrouge,3,"#1,208 of 3,296 things to do in Paris",Gardens,
877,Eglise Saint Jean Baptiste de la Salle,48.84142,2.31225,0,404,404,01:00:00,"9 rue du Docteur Roux, 75015 Paris France",Neighborhood: Necker,4,"#1,618 of 3,296 things to do in Paris",Churches & Cathedrals,Visit websiteCall
878,"Statue ""Lion et Lionne se Disputant un Sanglier""",48.86263,2.325082,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"1 Jardin des Tuileries near rue de Rivoli at the entrance near the Tuileries metro station, 75001 Paris France",Neighborhood: Louvre / Palais-Royal,5,"#895 of 3,296 things to do in Paris",Monuments & Statues,
879,Chapelle de l'Hôpital Lariboisière,48.88186,2.35409,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:30:00,"2 rue Ambroise Pare, 75010 Paris France",Neighborhood: 10th Arr. - Entrepôt,4,"#1,624 of 3,296 things to do in Paris",Historic Sites • Architectural Buildings • Churches & Cathedrals,
880,Les Etoiles,48.8725,2.35514,0,404,404,02:30:00,"61 rue du Chateau D Eau, 75010 Paris France",Neighborhood: Porte-Saint-Denis,21,"#2,959 of 3,296 things to do in Paris",Theaters,Visit websiteCallEmail
882,La statue de Léon Serpollet,48.87821,2.28831,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"Place Saint-Ferdinand, 75017 Paris France",Neighborhood: Ternes,5,"#1,457 of 3,296 things to do in Paris",Monuments & Statues,
883,Eglise Saint Joseph Artisan,48.88184,2.36708,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"214 rue la Fayette, 75010 Paris France",Neighborhood: Canal Saint-Martin,4,"#1,350 of 3,296 things to do in Paris",Points of Interest & Landmarks • Churches & Cathedrals,
884,Le 13ème Art,48.83099,2.35579,0,404,404,01:30:00,"Place d'Italie Centre Commercial Italie 2, 75013 Paris France",Neighborhood: Place d'Italie / Quartier Asiatique,23,"#2,902 of 3,296 things to do in Paris",Theaters,Visit websiteCallEmail
885,Immeuble Art-Nouveau,48.87914,2.34969,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"14 rue d Abbeville, 75010 Paris France",Neighborhood: 10th Arr. - Entrepôt,3,"#1,146 of 3,296 things to do in Paris",Points of Interest & Landmarks,
887,Bibliothèque-musée de l'Opéra,48.871864,2.331074,0,404,10:00 AM - 5:00 PM,01:30:00,"Palais Garnier  8 rue Scribe Accès Angle des Rues Scribe et Auber, 75009 Paris France",Neighborhood: 9th Arr. - Opéra,3,"#1,136 of 3,296 things to do in Paris",Speciality Museums,Visit websiteCall
888,Fontaine Wallace Murale,48.84386,2.354955,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"Rue Geoffroy Saint-Hilaire Angle rue Cuvier, 75005 Paris France",Neighborhood: 5th Arr. - Panthéon,6,"#941 of 3,296 things to do in Paris",Fountains,
889,Statue Retour de Chasse,48.86311,2.3285,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"Rue do Rivoli Jardin des Tuileries, 75001 Paris France",Neighborhood: Louvre / Palais-Royal,5,"#1,084 of 3,296 things to do in Paris",Monuments & Statues,
